Precinct,Contest Name,Candidate Name,Votes
"Maumee 6","State Senator Dist 11","Teresa Fedor","433"
"Maumee 6","State Senator Dist 11","Ernest McCarthy","271"
"Maumee 6","State Representative Dist 46","Michael P. Sheehy","476"
"Maumee 6","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","428"
"Maumee 6","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","470"
"Maumee 6","Judge Comm Pleas DR 1-3-19","David Lewandowski","450"
"Maumee 6","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","192"
"Maumee 6","Judge Comm Pleas GEN 1-4-19","Joe McNamara","401"
"Maumee 6","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","436"
"Maumee 6","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","428"
"Maumee 6","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","457"
"Maumee 6","County Commissioner","Gary L. Byers","326"
"Maumee 6","County Commissioner","Sandy Spang","205"
"Maumee 6","County Auditor","Anita Lopez","521"
"Maumee 6","County Treasurer UNEX","Lori Brodie","351"
"Maumee 6","County Treasurer UNEX","Lindsay M. Webb","351"
"Maumee 6","State Board of Education 2nd District","Jeanine P. Donaldson","60"
"Maumee 6","State Board of Education 2nd District","Charles Froehlich","36"
"Maumee 6","State Board of Education 2nd District","Kirsten Hill","77"
"Maumee 6","State Board of Education 2nd District","W. Roger Knight","45"
"Maumee 6","State Board of Education 2nd District","Sue Larimer","84"
"Maumee 6","State Board of Education 2nd District","Vicki Donovan Lyle","62"
"Maumee 6","State Board of Education 2nd District","Annette Dudek Shine","90"
"Maumee 6","1. State Issue Proposed Const. Amendment","YES","256"
"Maumee 6","1. State Issue Proposed Const. Amendment","NO","465"
"Maumee 6","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","507"
"Maumee 6","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","217"
"Maumee 6","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","241"
"Maumee 6","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","464"
"Maumee 6","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","512"
"Maumee 6","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","211"
"Maumee 6","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","446"
"Maumee 6","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","269"
"Maumee 7","Governor / Lt. Governor","Cordray/Sutton","281"
"Maumee 7","Governor / Lt. Governor","DeWine/Husted","245"
"Maumee 7","Governor / Lt. Governor","Gadell-Newton/Joseph","3"
"Maumee 7","Governor / Lt. Governor","Irvine/Grayson","11"
"Maumee 7","Governor / Lt. Governor","Write-in","0"
"Maumee 7","Governor / Lt. Governor","Ayres/Durgans","0"
"Maumee 7","Governor / Lt. Governor","Duncan/Artino","0"
"Maumee 7","Governor / Lt. Governor","Turner/Colton","0"
"Maumee 7","Attorney General","Steve Dettelbach","268"
"Maumee 7","Attorney General","Dave Yost","262"
"Maumee 7","Auditor of State","Robert C. Coogan","21"
"Maumee 7","Auditor of State","Keith Faber","251"
"Maumee 7","Auditor of State","Zack Space","255"
"Maumee 7","Secretary of State","Kathleen Clyde","274"
"Maumee 7","Secretary of State","Frank LaRose","242"
"Maumee 7","Secretary of State","Dustin R. Nanna","14"
"Maumee 7","Secretary of State","Write-in","0"
"Maumee 7","Secretary of State","Michael W. Bradley","0"
"Maumee 7","Treasurer of State","Rob Richardson","263"
"Maumee 7","Treasurer of State","Robert Sprague","268"
"Maumee 7","U.S. Senator","Sherrod Brown","305"
"Maumee 7","U.S. Senator","Jim Renacci","227"
"Maumee 7","U.S. Senator","Write-in","3"
"Maumee 7","U.S. Senator","Stephen Faris","0"
"Maumee 7","U.S. Representative Dist 5","J. Michael Galbraith","267"
"Maumee 7","U.S. Representative Dist 5","Don Kissick","14"
"Maumee 7","U.S. Representative Dist 5","Bob Latta","261"
"Maumee 7","Sup Crt Justice 1-1-19","Craig Baldwin","121"
"Maumee 7","Sup Crt Justice 1-1-19","Michael P. Donnelly","279"
"Maumee 7","Sup Crt Justice 1-2-19","Mary DeGenaro","190"
"Maumee 7","Sup Crt Justice 1-2-19","Melody J. Stewart","191"
"Maumee 7","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","124"
"Maumee 7","Appeals Crt Judge 2-9-19","Gene A. Zmuda","311"
"Maumee 7","State Senator Dist 11","Teresa Fedor","294"
"Maumee 7","State Senator Dist 11","Ernest McCarthy","239"
"Maumee 7","State Representative Dist 46","Michael P. Sheehy","328"
"Maumee 7","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","301"
"Maumee 7","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","308"
"Maumee 7","Judge Comm Pleas DR 1-3-19","David Lewandowski","319"
"Maumee 7","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","182"
"Maumee 7","Judge Comm Pleas GEN 1-4-19","Joe McNamara","227"
"Maumee 7","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","304"
"Maumee 7","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","304"
"Maumee 7","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","310"
"Maumee 7","County Commissioner","Gary L. Byers","210"
"Maumee 7","County Commissioner","Sandy Spang","176"
"Maumee 7","County Auditor","Anita Lopez","352"
"Maumee 7","County Treasurer UNEX","Lori Brodie","279"
"Maumee 7","County Treasurer UNEX","Lindsay M. Webb","247"
"Maumee 7","State Board of Education 2nd District","Jeanine P. Donaldson","42"
"Maumee 7","State Board of Education 2nd District","Charles Froehlich","35"
"Maumee 7","State Board of Education 2nd District","Kirsten Hill","46"
"Maumee 7","State Board of Education 2nd District","W. Roger Knight","35"
"Maumee 7","State Board of Education 2nd District","Sue Larimer","76"
"Maumee 7","State Board of Education 2nd District","Vicki Donovan Lyle","46"
"Maumee 7","State Board of Education 2nd District","Annette Dudek Shine","56"
"Maumee 7","1. State Issue Proposed Const. Amendment","YES","230"
"Maumee 7","1. State Issue Proposed Const. Amendment","NO","304"
"Maumee 7","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","368"
"Maumee 7","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","166"
"Maumee 7","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","197"
"Maumee 7","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","318"
"Maumee 7","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","364"
"Maumee 7","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","166"
"Maumee 7","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","311"
"Maumee 7","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","199"
"Maumee 8","Governor / Lt. Governor","Cordray/Sutton","350"
"Maumee 8","Governor / Lt. Governor","DeWine/Husted","285"
"Maumee 8","Governor / Lt. Governor","Gadell-Newton/Joseph","12"
"Maumee 8","Governor / Lt. Governor","Irvine/Grayson","7"
"Maumee 8","Governor / Lt. Governor","Write-in","0"
"Maumee 8","Governor / Lt. Governor","Ayres/Durgans","0"
"Maumee 8","Governor / Lt. Governor","Duncan/Artino","0"
"Maumee 8","Governor / Lt. Governor","Turner/Colton","0"
"Maumee 8","Attorney General","Steve Dettelbach","350"
"Maumee 8","Attorney General","Dave Yost","292"
"Maumee 8","Auditor of State","Robert C. Coogan","27"
"Maumee 8","Auditor of State","Keith Faber","289"
"Maumee 8","Auditor of State","Zack Space","312"
"Maumee 8","Secretary of State","Kathleen Clyde","339"
"Maumee 8","Secretary of State","Frank LaRose","286"
"Maumee 8","Secretary of State","Dustin R. Nanna","10"
"Maumee 8","Secretary of State","Write-in","1"
"Maumee 8","Secretary of State","Michael W. Bradley","0"
"Maumee 8","Treasurer of State","Rob Richardson","330"
"Maumee 8","Treasurer of State","Robert Sprague","304"
"Maumee 8","U.S. Senator","Sherrod Brown","399"
"Maumee 8","U.S. Senator","Jim Renacci","245"
"Maumee 8","U.S. Senator","Write-in","0"
"Maumee 8","U.S. Senator","Stephen Faris","0"
"Maumee 8","U.S. Representative Dist 5","J. Michael Galbraith","327"
"Maumee 8","U.S. Representative Dist 5","Don Kissick","14"
"Maumee 8","U.S. Representative Dist 5","Bob Latta","303"
"Maumee 8","Sup Crt Justice 1-1-19","Craig Baldwin","170"
"Maumee 8","Sup Crt Justice 1-1-19","Michael P. Donnelly","330"
"Maumee 8","Sup Crt Justice 1-2-19","Mary DeGenaro","260"
"Maumee 8","Sup Crt Justice 1-2-19","Melody J. Stewart","216"
"Maumee 8","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","182"
"Maumee 8","Appeals Crt Judge 2-9-19","Gene A. Zmuda","343"
"Maumee 8","State Senator Dist 11","Teresa Fedor","356"
"Maumee 8","State Senator Dist 11","Ernest McCarthy","275"
"Maumee 8","State Representative Dist 46","Michael P. Sheehy","425"
"Maumee 8","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","378"
"Maumee 8","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","397"
"Maumee 8","Judge Comm Pleas DR 1-3-19","David Lewandowski","398"
"Maumee 8","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","211"
"Maumee 8","Judge Comm Pleas GEN 1-4-19","Joe McNamara","296"
"Maumee 8","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","373"
"Maumee 8","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","395"
"Maumee 8","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","384"
"Maumee 8","County Commissioner","Gary L. Byers","281"
"Maumee 8","County Commissioner","Sandy Spang","184"
"Maumee 8","County Auditor","Anita Lopez","436"
"Maumee 8","County Treasurer UNEX","Lori Brodie","333"
"Maumee 8","County Treasurer UNEX","Lindsay M. Webb","302"
"Maumee 8","State Board of Education 2nd District","Jeanine P. Donaldson","50"
"Maumee 8","State Board of Education 2nd District","Charles Froehlich","49"
"Maumee 8","State Board of Education 2nd District","Kirsten Hill","64"
"Maumee 8","State Board of Education 2nd District","W. Roger Knight","42"
"Maumee 8","State Board of Education 2nd District","Sue Larimer","57"
"Maumee 8","State Board of Education 2nd District","Vicki Donovan Lyle","60"
"Maumee 8","State Board of Education 2nd District","Annette Dudek Shine","73"
"Maumee 8","1. State Issue Proposed Const. Amendment","YES","291"
"Maumee 8","1. State Issue Proposed Const. Amendment","NO","363"
"Maumee 8","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","475"
"Maumee 8","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","171"
"Maumee 8","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","247"
"Maumee 8","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","382"
"Maumee 8","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","475"
"Maumee 8","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","169"
"Maumee 8","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","425"
"Maumee 8","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","205"
"Maumee 9","Governor / Lt. Governor","Cordray/Sutton","412"
"Maumee 9","Governor / Lt. Governor","DeWine/Husted","315"
"Maumee 9","Governor / Lt. Governor","Gadell-Newton/Joseph","7"
"Maumee 9","Governor / Lt. Governor","Irvine/Grayson","12"
"Maumee 9","Governor / Lt. Governor","Write-in","1"
"Maumee 9","Governor / Lt. Governor","Ayres/Durgans","0"
"Maumee 9","Governor / Lt. Governor","Duncan/Artino","0"
"Maumee 9","Governor / Lt. Governor","Turner/Colton","0"
"Maumee 9","Attorney General","Steve Dettelbach","419"
"Maumee 9","Attorney General","Dave Yost","310"
"Maumee 9","Auditor of State","Robert C. Coogan","25"
"Maumee 9","Auditor of State","Keith Faber","304"
"Maumee 9","Auditor of State","Zack Space","393"
"Maumee 9","Secretary of State","Kathleen Clyde","390"
"Maumee 9","Secretary of State","Frank LaRose","311"
"Maumee 9","Secretary of State","Dustin R. Nanna","19"
"Maumee 9","Secretary of State","Write-in","0"
"Maumee 9","Secretary of State","Michael W. Bradley","0"
"Maumee 9","Treasurer of State","Rob Richardson","380"
"Maumee 9","Treasurer of State","Robert Sprague","336"
"Maumee 9","U.S. Senator","Sherrod Brown","472"
"Maumee 9","U.S. Senator","Jim Renacci","263"
"Maumee 9","U.S. Senator","Write-in","0"
"Maumee 9","U.S. Senator","Stephen Faris","0"
"Maumee 9","U.S. Representative Dist 5","J. Michael Galbraith","362"
"Maumee 9","U.S. Representative Dist 5","Don Kissick","19"
"Maumee 9","U.S. Representative Dist 5","Bob Latta","355"
"Maumee 9","Sup Crt Justice 1-1-19","Craig Baldwin","164"
"Maumee 9","Sup Crt Justice 1-1-19","Michael P. Donnelly","416"
"Maumee 9","Sup Crt Justice 1-2-19","Mary DeGenaro","243"
"Maumee 9","Sup Crt Justice 1-2-19","Melody J. Stewart","317"
"Maumee 9","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","179"
"Maumee 9","Appeals Crt Judge 2-9-19","Gene A. Zmuda","456"
"Maumee 9","State Senator Dist 11","Teresa Fedor","425"
"Maumee 9","State Senator Dist 11","Ernest McCarthy","289"
"Maumee 9","State Representative Dist 46","Michael P. Sheehy","500"
"Maumee 9","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","458"
"Maumee 9","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","488"
"Maumee 9","Judge Comm Pleas DR 1-3-19","David Lewandowski","476"
"Maumee 9","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","218"
"Maumee 9","Judge Comm Pleas GEN 1-4-19","Joe McNamara","388"
"Maumee 9","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","463"
"Maumee 9","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","461"
"Maumee 9","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","473"
"Maumee 9","County Commissioner","Gary L. Byers","320"
"Maumee 9","County Commissioner","Sandy Spang","233"
"Maumee 9","County Auditor","Anita Lopez","516"
"Maumee 9","County Treasurer UNEX","Lori Brodie","361"
"Maumee 9","County Treasurer UNEX","Lindsay M. Webb","354"
"Maumee 9","State Board of Education 2nd District","Jeanine P. Donaldson","76"
"Maumee 9","State Board of Education 2nd District","Charles Froehlich","53"
"Maumee 9","State Board of Education 2nd District","Kirsten Hill","79"
"Maumee 9","State Board of Education 2nd District","W. Roger Knight","43"
"Maumee 9","State Board of Education 2nd District","Sue Larimer","81"
"Maumee 9","State Board of Education 2nd District","Vicki Donovan Lyle","52"
"Maumee 9","State Board of Education 2nd District","Annette Dudek Shine","73"
"Maumee 9","1. State Issue Proposed Const. Amendment","YES","297"
"Maumee 9","1. State Issue Proposed Const. Amendment","NO","445"
"Maumee 9","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","543"
"Maumee 9","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","195"
"Maumee 9","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","287"
"Maumee 9","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","434"
"Maumee 9","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","550"
"Maumee 9","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","184"
"Maumee 9","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","493"
"Maumee 9","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","230"
"Monclova 1","Governor / Lt. Governor","Cordray/Sutton","285"
"Monclova 1","Governor / Lt. Governor","DeWine/Husted","409"
"Monclova 1","Governor / Lt. Governor","Gadell-Newton/Joseph","5"
"Monclova 1","Governor / Lt. Governor","Irvine/Grayson","12"
"Monclova 1","Governor / Lt. Governor","Write-in","3"
"Monclova 1","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 1","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 1","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 1","Attorney General","Steve Dettelbach","278"
"Monclova 1","Attorney General","Dave Yost","421"
"Monclova 1","Auditor of State","Robert C. Coogan","34"
"Monclova 1","Auditor of State","Keith Faber","412"
"Monclova 1","Auditor of State","Zack Space","244"
"Monclova 1","Secretary of State","Kathleen Clyde","263"
"Monclova 1","Secretary of State","Frank LaRose","415"
"Monclova 1","Secretary of State","Dustin R. Nanna","21"
"Monclova 1","Secretary of State","Write-in","5"
"Monclova 1","Secretary of State","Michael W. Bradley","0"
"Monclova 1","Treasurer of State","Rob Richardson","249"
"Monclova 1","Treasurer of State","Robert Sprague","440"
"Monclova 1","U.S. Senator","Sherrod Brown","328"
"Monclova 1","U.S. Senator","Jim Renacci","370"
"Monclova 1","U.S. Senator","Write-in","3"
"Monclova 1","U.S. Senator","Stephen Faris","0"
"Monclova 1","U.S. Representative Dist 5","J. Michael Galbraith","234"
"Monclova 1","U.S. Representative Dist 5","Don Kissick","11"
"Monclova 1","U.S. Representative Dist 5","Bob Latta","458"
"Monclova 1","Sup Crt Justice 1-1-19","Craig Baldwin","204"
"Monclova 1","Sup Crt Justice 1-1-19","Michael P. Donnelly","317"
"Monclova 1","Sup Crt Justice 1-2-19","Mary DeGenaro","305"
"Monclova 1","Sup Crt Justice 1-2-19","Melody J. Stewart","219"
"Monclova 1","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","196"
"Monclova 1","Appeals Crt Judge 2-9-19","Gene A. Zmuda","389"
"Monclova 1","State Representative Dist 47","Gary C. Newnham","257"
"Monclova 1","State Representative Dist 47","Derek Merrin","422"
"Monclova 1","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","396"
"Monclova 1","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","409"
"Monclova 1","Judge Comm Pleas DR 1-3-19","David Lewandowski","402"
"Monclova 1","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","269"
"Monclova 1","Judge Comm Pleas GEN 1-4-19","Joe McNamara","281"
"Monclova 1","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","381"
"Monclova 1","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","375"
"Monclova 1","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","400"
"Monclova 1","County Commissioner","Gary L. Byers","221"
"Monclova 1","County Commissioner","Sandy Spang","211"
"Monclova 1","County Auditor","Anita Lopez","397"
"Monclova 1","County Treasurer UNEX","Lori Brodie","445"
"Monclova 1","County Treasurer UNEX","Lindsay M. Webb","238"
"Monclova 1","State Board of Education 2nd District","Jeanine P. Donaldson","58"
"Monclova 1","State Board of Education 2nd District","Charles Froehlich","66"
"Monclova 1","State Board of Education 2nd District","Kirsten Hill","54"
"Monclova 1","State Board of Education 2nd District","W. Roger Knight","39"
"Monclova 1","State Board of Education 2nd District","Sue Larimer","79"
"Monclova 1","State Board of Education 2nd District","Vicki Donovan Lyle","81"
"Monclova 1","State Board of Education 2nd District","Annette Dudek Shine","63"
"Monclova 1","1. State Issue Proposed Const. Amendment","YES","268"
"Monclova 1","1. State Issue Proposed Const. Amendment","NO","432"
"Monclova 1","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","464"
"Monclova 1","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","237"
"Monclova 1","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","262"
"Monclova 1","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","425"
"Monclova 1","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","460"
"Monclova 1","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","238"
"Monclova 1","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","407"
"Monclova 1","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","282"
"Monclova 2","Governor / Lt. Governor","Cordray/Sutton","477"
"Monclova 2","Governor / Lt. Governor","DeWine/Husted","579"
"Monclova 2","Governor / Lt. Governor","Gadell-Newton/Joseph","6"
"Monclova 2","Governor / Lt. Governor","Irvine/Grayson","12"
"Monclova 2","Governor / Lt. Governor","Write-in","0"
"Monclova 2","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 2","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 2","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 2","Attorney General","Steve Dettelbach","487"
"Monclova 2","Attorney General","Dave Yost","569"
"Monclova 2","Auditor of State","Robert C. Coogan","25"
"Monclova 2","Auditor of State","Keith Faber","567"
"Monclova 2","Auditor of State","Zack Space","440"
"Monclova 2","Secretary of State","Kathleen Clyde","458"
"Monclova 2","Secretary of State","Frank LaRose","569"
"Monclova 2","Secretary of State","Dustin R. Nanna","5"
"Monclova 2","Secretary of State","Write-in","1"
"Monclova 2","Secretary of State","Michael W. Bradley","0"
"Monclova 2","Treasurer of State","Rob Richardson","418"
"Monclova 2","Treasurer of State","Robert Sprague","612"
"Monclova 2","U.S. Senator","Sherrod Brown","593"
"Monclova 2","U.S. Senator","Jim Renacci","472"
"Monclova 2","U.S. Senator","Write-in","0"
"Monclova 2","U.S. Senator","Stephen Faris","0"
"Monclova 2","U.S. Representative Dist 5","J. Michael Galbraith","418"
"Monclova 2","U.S. Representative Dist 5","Don Kissick","18"
"Monclova 2","U.S. Representative Dist 5","Bob Latta","632"
"Monclova 2","Sup Crt Justice 1-1-19","Craig Baldwin","302"
"Monclova 2","Sup Crt Justice 1-1-19","Michael P. Donnelly","512"
"Monclova 2","Sup Crt Justice 1-2-19","Mary DeGenaro","406"
"Monclova 2","Sup Crt Justice 1-2-19","Melody J. Stewart","357"
"Monclova 2","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","238"
"Monclova 2","Appeals Crt Judge 2-9-19","Gene A. Zmuda","676"
"Monclova 2","State Representative Dist 47","Gary C. Newnham","432"
"Monclova 2","State Representative Dist 47","Derek Merrin","572"
"Monclova 2","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","625"
"Monclova 2","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","659"
"Monclova 2","Judge Comm Pleas DR 1-3-19","David Lewandowski","643"
"Monclova 2","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","393"
"Monclova 2","Judge Comm Pleas GEN 1-4-19","Joe McNamara","479"
"Monclova 2","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","604"
"Monclova 2","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","617"
"Monclova 2","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","630"
"Monclova 2","County Commissioner","Gary L. Byers","347"
"Monclova 2","County Commissioner","Sandy Spang","440"
"Monclova 2","County Auditor","Anita Lopez","693"
"Monclova 2","County Treasurer UNEX","Lori Brodie","694"
"Monclova 2","County Treasurer UNEX","Lindsay M. Webb","346"
"Monclova 2","State Board of Education 2nd District","Jeanine P. Donaldson","66"
"Monclova 2","State Board of Education 2nd District","Charles Froehlich","74"
"Monclova 2","State Board of Education 2nd District","Kirsten Hill","67"
"Monclova 2","State Board of Education 2nd District","W. Roger Knight","52"
"Monclova 2","State Board of Education 2nd District","Sue Larimer","163"
"Monclova 2","State Board of Education 2nd District","Vicki Donovan Lyle","102"
"Monclova 2","State Board of Education 2nd District","Annette Dudek Shine","105"
"Monclova 2","1. State Issue Proposed Const. Amendment","YES","336"
"Monclova 2","1. State Issue Proposed Const. Amendment","NO","732"
"Monclova 2","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","777"
"Monclova 2","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","289"
"Monclova 2","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","351"
"Monclova 2","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","694"
"Monclova 2","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","793"
"Monclova 2","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","269"
"Monclova 2","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","706"
"Monclova 2","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","348"
"Monclova 3","Governor / Lt. Governor","Cordray/Sutton","272"
"Monclova 3","Governor / Lt. Governor","DeWine/Husted","578"
"Monclova 3","Governor / Lt. Governor","Gadell-Newton/Joseph","5"
"Monclova 3","Governor / Lt. Governor","Irvine/Grayson","14"
"Monclova 3","Governor / Lt. Governor","Write-in","0"
"Monclova 3","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 3","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 3","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 3","Attorney General","Steve Dettelbach","288"
"Monclova 3","Attorney General","Dave Yost","570"
"Monclova 3","Auditor of State","Robert C. Coogan","23"
"Monclova 3","Auditor of State","Keith Faber","562"
"Monclova 3","Auditor of State","Zack Space","255"
"Monclova 3","Secretary of State","Kathleen Clyde","271"
"Monclova 3","Secretary of State","Frank LaRose","561"
"Monclova 3","Secretary of State","Dustin R. Nanna","18"
"Monclova 3","Secretary of State","Write-in","0"
"Monclova 3","Secretary of State","Michael W. Bradley","0"
"Monclova 3","Treasurer of State","Rob Richardson","260"
"Monclova 3","Treasurer of State","Robert Sprague","580"
"Monclova 3","U.S. Senator","Sherrod Brown","340"
"Monclova 3","U.S. Senator","Jim Renacci","519"
"Monclova 3","U.S. Senator","Write-in","1"
"Monclova 3","U.S. Senator","Stephen Faris","0"
"Monclova 3","U.S. Representative Dist 5","J. Michael Galbraith","252"
"Monclova 3","U.S. Representative Dist 5","Don Kissick","13"
"Monclova 3","U.S. Representative Dist 5","Bob Latta","596"
"Monclova 3","Sup Crt Justice 1-1-19","Craig Baldwin","248"
"Monclova 3","Sup Crt Justice 1-1-19","Michael P. Donnelly","363"
"Monclova 3","Sup Crt Justice 1-2-19","Mary DeGenaro","334"
"Monclova 3","Sup Crt Justice 1-2-19","Melody J. Stewart","255"
"Monclova 3","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","221"
"Monclova 3","Appeals Crt Judge 2-9-19","Gene A. Zmuda","452"
"Monclova 3","State Representative Dist 47","Gary C. Newnham","260"
"Monclova 3","State Representative Dist 47","Derek Merrin","564"
"Monclova 3","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","471"
"Monclova 3","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","493"
"Monclova 3","Judge Comm Pleas DR 1-3-19","David Lewandowski","491"
"Monclova 3","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","332"
"Monclova 3","Judge Comm Pleas GEN 1-4-19","Joe McNamara","305"
"Monclova 3","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","458"
"Monclova 3","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","469"
"Monclova 3","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","472"
"Monclova 3","County Commissioner","Gary L. Byers","236"
"Monclova 3","County Commissioner","Sandy Spang","225"
"Monclova 3","County Auditor","Anita Lopez","476"
"Monclova 3","County Treasurer UNEX","Lori Brodie","597"
"Monclova 3","County Treasurer UNEX","Lindsay M. Webb","230"
"Monclova 3","State Board of Education 2nd District","Jeanine P. Donaldson","46"
"Monclova 3","State Board of Education 2nd District","Charles Froehlich","68"
"Monclova 3","State Board of Education 2nd District","Kirsten Hill","86"
